Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,CombinedIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Loan_Default
LP002587,Male,Yes,0,Not Graduate,No,2600,1700,4300,107,360,1,Rural,Y,N
LP002332,Male,Yes,0,Not Graduate,No,2253,2033,4286,110,360,1,Rural,Y,N
LP002435,Male,Yes,0,Graduate,,3539,1376,4915,55,360,1,Rural,N,
LP002443,Male,Yes,2,Graduate,No,3340,1710,5050,150,360,0,Rural,N,
LP002444,Male,No,1,Not Graduate,Yes,2769,1542,4311,190,360,,Semiurban,N,
LP002446,Male,Yes,2,Not Graduate,No,2309,1255,3564,125,360,0,Rural,N,
LP002447,Male,Yes,2,Not Graduate,No,1958,1456,3414,60,300,,Urban,Y,Y
LP002448,Male,Yes,0,Graduate,No,3948,1733,5681,149,360,0,Rural,N,
LP002720,Male,Yes,3+,Graduate,No,4281,0,4281,100,360,1,Urban,Y,N
LP001669,Female,No,0,Not Graduate,No,1907,2365,4272,120,,1,Urban,Y,Y
LP001868,Male,No,0,Graduate,No,2060,2209,4269,134,360,1,Semiurban,Y,N
LP002586,Female,Yes,1,Graduate,No,3326,913,4239,105,84,1,Semiurban,Y,Y
LP002467,Male,Yes,0,Graduate,No,3708,2569,6277,173,360,1,Urban,N,
LP001664,Male,No,0,Graduate,No,4191,0,4191,120,360,1,Rural,Y,N
LP002473,Male,Yes,0,Graduate,No,8334,0,8334,160,360,1,Semiurban,N,
LP002478,,Yes,0,Graduate,Yes,2083,4083,6166,160,360,,Semiurban,Y,Y
LP001334,Male,Yes,0,Not Graduate,No,4188,0,4188,115,180,1,Semiurban,Y,Y
LP001430,Female,No,0,Graduate,No,4166,0,4166,44,360,1,Semiurban,Y,Y
LP002489,Female,No,1,Not Graduate,,5191,0,5191,132,360,1,Semiurban,Y,Y
LP002493,Male,No,0,Graduate,No,4166,0,4166,98,360,0,Semiurban,N,
LP002114,Female,No,0,Graduate,No,4160,0,4160,71,360,1,Semiurban,Y,N
LP002500,Male,Yes,3+,Not Graduate,No,2947,1664,4611,70,180,0,Urban,N,
LP002501,,Yes,0,Graduate,No,16692,0,16692,110,360,1,Semiurban,Y,N
LP002502,Female,Yes,2,Not Graduate,,210,2917,3127,98,360,1,Semiurban,Y,N
LP002505,Male,Yes,0,Graduate,No,4333,2451,6784,110,360,1,Urban,N,
LP001322,Male,No,0,Graduate,No,4133,0,4133,122,360,1,Semiurban,Y,N
LP002517,Male,Yes,1,Not Graduate,No,2653,1500,4153,113,180,0,Rural,N,
LP001931,Female,No,0,Graduate,No,4124,0,4124,115,360,1,Semiurban,Y,N
LP002522,Female,No,0,Graduate,Yes,2500,0,2500,93,360,,Urban,Y,Y
LP002979,Male,Yes,3+,Graduate,No,4106,0,4106,40,180,1,Rural,Y,N
LP001367,Male,Yes,1,Graduate,No,3052,1030,4082,100,360,1,Urban,Y,Y
LP002877,Male,Yes,1,Graduate,No,1782,2232,4014,107,360,1,Rural,Y,N
LP002530,,Yes,2,Graduate,No,2873,1872,4745,132,360,0,Semiurban,N,
LP001275,Male,Yes,1,Graduate,No,3988,0,3988,50,240,1,Urban,Y,N
LP002533,Male,Yes,2,Graduate,No,2947,1603,4550,,360,1,Urban,N,
LP002714,Male,No,1,Not Graduate,No,2679,1302,3981,94,360,1,Semiurban,Y,N
LP002239,Male,No,0,Not Graduate,No,2346,1600,3946,132,360,1,Semiurban,Y,N
LP001473,Male,No,0,Graduate,No,2014,1929,3943,74,360,1,Urban,Y,N
LP002689,Male,Yes,2,Not Graduate,No,2192,1742,3934,45,360,1,Semiurban,Y,N
LP001691,Male,Yes,2,Not Graduate,No,3917,0,3917,124,360,1,Semiurban,Y,N
LP002807,Male,Yes,2,Not Graduate,No,3675,242,3917,108,360,1,Semiurban,Y,Y
LP002545,Male,No,2,Graduate,No,3547,0,3547,80,360,0,Rural,N,
LP002547,Male,Yes,1,Graduate,No,18333,0,18333,500,360,1,Urban,N,
LP001024,Male,Yes,2,Graduate,No,3200,700,3900,70,360,1,Urban,Y,Y
LP002556,Male,No,0,Graduate,No,2435,0,2435,75,360,1,Urban,N,
LP002560,Male,No,0,Not Graduate,No,2699,2785,5484,96,360,,Semiurban,Y,N
LP002562,Male,Yes,1,Not Graduate,No,5333,1131,6464,186,360,,Urban,Y,Y
LP001896,Male,Yes,2,Graduate,No,3900,0,3900,90,360,1,Semiurban,Y,N
LP001194,Male,Yes,2,Graduate,No,2708,1167,3875,97,360,1,Semiurban,Y,N
LP002585,Male,Yes,0,Graduate,No,3597,2157,5754,119,360,0,Rural,N,
LP002455,Male,Yes,2,Graduate,No,3859,0,3859,96,360,1,Semiurban,Y,Y
LP001658,Male,No,0,Graduate,No,3858,0,3858,76,360,1,Semiurban,Y,N
LP002588,Male,Yes,0,Graduate,No,4625,2857,7482,111,12,,Urban,Y,N
LP001013,Male,Yes,0,Not Graduate,No,2333,1516,3849,95,360,1,Urban,Y,Y
LP002602,Male,No,0,Graduate,No,6283,4416,10699,209,360,0,Rural,N,
LP001265,Female,No,0,Graduate,No,3846,0,3846,111,360,1,Semiurban,Y,N
LP002940,Male,No,0,Not Graduate,No,3833,0,3833,110,360,1,Rural,Y,N
LP002916,Male,Yes,0,Graduate,No,2297,1522,3819,104,360,1,Urban,Y,Y
LP002618,Male,Yes,1,Not Graduate,No,4050,5302,9352,138,360,,Rural,N,
LP001790,Female,No,1,Graduate,No,3812,0,3812,112,360,1,Rural,Y,N
LP002345,Male,Yes,0,Graduate,No,1025,2773,3798,112,360,1,Rural,Y,N
LP002624,Male,Yes,0,Graduate,No,20833,6667,27500,480,360,,Urban,Y,N
LP002625,,No,0,Graduate,No,3583,0,3583,96,360,1,Urban,N,
LP002398,Male,No,0,Graduate,No,1926,1851,3777,50,360,1,Semiurban,Y,N
LP002705,Male,Yes,0,Graduate,No,3775,0,3775,110,360,1,Semiurban,Y,N
LP002637,Male,No,0,Not Graduate,No,3598,1287,4885,100,360,1,Rural,N,
LP001245,Male,Yes,2,Not Graduate,Yes,1875,1875,3750,97,360,1,Semiurban,Y,N
LP001616,Male,Yes,1,Graduate,No,3750,0,3750,116,360,1,Semiurban,Y,N
LP002648,Male,Yes,0,Graduate,No,2130,6666,8796,70,180,1,Semiurban,N,
LP002652,Male,No,0,Graduate,No,5815,3666,9481,311,360,1,Rural,N,
LP002390,Male,No,0,Graduate,No,3750,0,3750,100,360,1,Urban,Y,Y
LP001195,Male,Yes,0,Graduate,No,2132,1591,3723,96,360,1,Semiurban,Y,N
LP002682,Male,Yes,,Not Graduate,No,3074,1800,4874,123,360,0,Semiurban,N,
LP002683,Male,No,0,Graduate,No,4683,1915,6598,185,360,1,Semiurban,N,
LP002684,Female,No,0,Not Graduate,No,3400,0,3400,95,360,1,Rural,N,
LP002035,Male,Yes,2,Graduate,No,3717,0,3717,120,360,1,Semiurban,Y,Y
LP002571,Male,No,0,Not Graduate,No,3691,0,3691,110,360,1,Rural,Y,N
LP001825,Male,Yes,0,Graduate,No,1809,1868,3677,90,360,1,Urban,Y,N
LP001608,Male,Yes,2,Graduate,No,2045,1619,3664,101,360,1,Rural,Y,N
LP002697,Male,No,0,Graduate,No,4680,2087,6767,,360,1,Semiurban,N,
LP002670,Female,Yes,2,Graduate,No,2031,1632,3663,113,480,1,Semiurban,Y,N
LP001639,Female,Yes,0,Graduate,No,3625,0,3625,108,360,1,Semiurban,Y,N
LP001325,Male,No,0,Not Graduate,No,3620,0,3620,25,120,1,Semiurban,Y,N
LP002868,Male,Yes,2,Graduate,No,3159,461,3620,108,84,1,Urban,Y,N
LP002265,Male,Yes,2,Not Graduate,No,1993,1625,3618,113,180,1,Semiurban,Y,N
LP002717,Male,Yes,0,Graduate,No,1025,5500,6525,216,360,,Rural,Y,N
LP002738,Male,No,2,Graduate,No,3617,0,3617,107,360,1,Semiurban,Y,N
LP002723,Male,No,2,Graduate,No,3588,0,3588,110,360,0,Rural,N,
LP002729,Male,No,1,Graduate,No,11250,0,11250,196,360,,Semiurban,N,
LP001155,Female,Yes,0,Not Graduate,No,1928,1644,3572,100,360,1,Semiurban,Y,N
LP002732,Male,No,0,Not Graduate,,2550,2042,4592,126,360,1,Rural,Y,N
LP002361,Male,Yes,0,Graduate,No,1820,1719,3539,100,360,1,Urban,Y,Y
LP001248,Male,No,0,Graduate,No,3500,0,3500,81,300,1,Semiurban,Y,N
LP002739,Male,Yes,0,Not Graduate,No,2917,536,3453,66,360,1,Rural,N,
LP001917,Female,No,0,Graduate,No,1811,1666,3477,54,360,1,Urban,Y,N
LP001482,Male,Yes,0,Graduate,Yes,3459,0,3459,25,120,1,Semiurban,Y,N
LP002743,Female,No,0,Graduate,No,2138,0,2138,99,360,0,Semiurban,N,
LP002753,Female,No,1,Graduate,,3652,0,3652,95,360,1,Semiurban,Y,N
LP001977,Male,Yes,1,Graduate,No,1625,1803,3428,96,360,1,Urban,Y,N
LP002757,Female,Yes,0,Not Graduate,No,3017,663,3680,102,360,,Semiurban,Y,Y
LP001137,Female,No,0,Graduate,No,3410,0,3410,88,,1,Urban,Y,Y
LP002768,Male,No,0,Not Graduate,No,3358,0,3358,80,36,1,Semiurban,N,
LP002836,Male,No,0,Graduate,No,3333,0,3333,70,360,1,Urban,Y,N
LP002776,Female,No,0,Graduate,No,5000,0,5000,103,360,0,Semiurban,N,
LP001792,Male,Yes,1,Graduate,No,3315,0,3315,96,360,1,Semiurban,Y,N
LP002778,Male,Yes,2,Graduate,Yes,6633,0,6633,,360,0,Rural,N,
LP002784,Male,Yes,1,Not Graduate,No,2492,2375,4867,,360,1,Rural,Y,Y
LP001915,Male,Yes,2,Graduate,No,2301,985.7999878,3286.799988,78,180,1,Urban,Y,N
LP002788,Male,Yes,0,Not Graduate,No,2454,2333,4787,181,360,0,Urban,N,
LP002789,Male,Yes,0,Graduate,No,3593,4266,7859,132,180,0,Rural,N,
LP001535,Male,No,0,Graduate,No,3254,0,3254,50,360,1,Urban,Y,N
LP002794,Female,No,0,Graduate,No,2667,1625,4292,84,360,,Urban,Y,Y
LP001693,Female,No,0,Graduate,No,3244,0,3244,80,360,1,Urban,Y,N
LP001888,Female,No,0,Graduate,No,3237,0,3237,30,360,1,Urban,Y,N
LP002126,Male,Yes,3+,Not Graduate,No,3173,0,3173,74,360,1,Semiurban,Y,N
LP002894,Female,Yes,0,Graduate,No,3166,0,3166,36,360,1,Semiurban,Y,N
LP002606,Female,No,0,Graduate,No,3159,0,3159,100,360,1,Semiurban,Y,N
LP002536,Male,Yes,3+,Not Graduate,No,3095,0,3095,113,360,1,Rural,Y,N
LP001157,Female,No,0,Graduate,No,3086,0,3086,120,360,1,Semiurban,Y,N
LP002832,Male,Yes,2,Graduate,No,8799,0,8799,258,360,0,Urban,N,
LP002833,Male,Yes,0,Not Graduate,No,4467,0,4467,120,360,,Rural,Y,Y
LP001846,Female,No,3+,Graduate,No,3083,0,3083,255,360,1,Rural,Y,N
LP002837,Male,Yes,3+,Graduate,No,3400,2500,5900,123,360,0,Rural,N,
LP002840,Female,No,0,Graduate,No,2378,0,2378,9,360,1,Urban,N,
LP002841,Male,Yes,0,Graduate,No,3166,2064,5230,104,360,0,Urban,N,
LP001206,Male,Yes,3+,import numpy as np,No,3029,0,3029,99,360,1,Urban,Y,N
LP002847,Male,Yes,,Graduate,No,5116,1451,6567,165,360,0,Urban,N,
LP001120,Male,No,0,Graduate,No,1800,1213,3013,47,360,1,Urban,Y,N
LP002862,Male,Yes,2,Not Graduate,No,6125,1625,7750,187,480,1,Semiurban,N,
LP002863,Male,Yes,3+,Graduate,No,6406,0,6406,150,360,1,Semiurban,N,
LP001005,Male,Yes,0,Graduate,Yes,3000,0,3000,66,360,1,Urban,Y,Y
LP002872,,Yes,0,Graduate,No,3087,2210,5297,136,360,0,Semiurban,N,
LP002337,Female,No,0,Graduate,No,2995,0,2995,60,360,1,Urban,Y,Y
LP001333,Male,Yes,0,Graduate,No,1977,997,2974,50,360,1,Semiurban,Y,N
LP002888,Male,No,0,Graduate,,3182,2917,6099,161,360,1,Urban,Y,N
LP001518,Male,Yes,1,Graduate,No,1538,1425,2963,30,360,1,Urban,Y,N
LP002893,Male,No,0,Graduate,No,1836,33837,35673,90,360,1,Urban,N,
LP001432,Male,Yes,2,Graduate,No,2957,0,2957,81,360,1,Semiurban,Y,N
LP002898,Male,Yes,1,Graduate,No,1880,0,1880,61,360,,Rural,N,
LP002911,Male,Yes,1,Graduate,No,2787,1917,4704,146,360,0,Rural,N,
LP002912,Male,Yes,1,Graduate,No,4283,3000,7283,172,84,1,Rural,N,
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,2936.120001,87,360,1,Rural,Y,N
LP002098,Male,No,0,Graduate,No,2935,0,2935,98,360,1,Semiurban,Y,N
LP002925,,No,0,Graduate,No,4750,0,4750,94,360,1,Semiurban,Y,N
LP002926,Male,Yes,2,Graduate,Yes,2726,0,2726,106,360,0,Semiurban,N,
LP002143,Female,Yes,0,Graduate,No,2423,505,2928,130,360,1,Semiurban,Y,N
LP002931,Male,Yes,2,Graduate,Yes,6000,0,6000,205,240,1,Semiurban,N,
LP002933,,No,3+,Graduate,Yes,9357,0,9357,292,360,1,Semiurban,Y,Y
LP002002,Female,No,0,Graduate,No,2917,0,2917,84,360,1,Semiurban,Y,N
LP001560,Male,Yes,0,Not Graduate,No,1863,1041,2904,98,360,1,Semiurban,Y,N
LP002978,Female,No,0,Graduate,No,2900,0,2900,71,360,1,Rural,Y,N
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000,7383,187,360,1,Rural,N,
LP002943,Male,No,,Graduate,No,2987,0,2987,88,360,0,Semiurban,N,
LP002600,Male,Yes,1,Graduate,Yes,2895,0,2895,95,360,1,Semiurban,Y,N
LP001384,Male,Yes,3+,Not Graduate,No,2071,754,2825,94,480,1,Semiurban,Y,N
LP002949,Female,No,3+,Graduate,,416,41667,42083,350,180,,Urban,N,
LP002950,Male,Yes,0,Not Graduate,,2894,2792,5686,155,360,1,Rural,Y,N
LP001478,Male,No,0,Graduate,No,2718,0,2718,70,360,1,Semiurban,Y,N
LP002370,Male,No,0,Not Graduate,No,2717,0,2717,60,180,1,Urban,Y,Y
LP002006,Female,No,0,Graduate,No,2507,0,2507,56,360,1,Rural,Y,N
LP002960,Male,Yes,0,Not Graduate,No,2400,3800,6200,,180,1,Urban,N,
LP002087,Female,No,0,Graduate,No,2500,0,2500,67,360,1,Urban,Y,Y
LP002690,Male,No,0,Graduate,No,2500,0,2500,55,360,1,Semiurban,Y,N
LP001699,Male,No,0,Graduate,No,2479,0,2479,59,360,1,Urban,Y,Y
LP001030,Male,Yes,2,Graduate,No,1299,1086,2385,17,120,1,Urban,Y,N
LP002314,Female,No,0,Not Graduate,No,2213,0,2213,66,360,1,Rural,Y,N
LP002917,Female,No,0,Not Graduate,No,2165,0,2165,70,360,1,Semiurban,Y,N
LP002300,Female,No,0,Not Graduate,No,1963,0,1963,53,360,1,Semiurban,Y,N
LP002990,Female,No,0,Graduate,Yes,4583,0,4583,133,360,0,Semiurban,N,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,#DIV/0!,,,,,,,,,,
